Text,State,City,Year,Type,Source
"An Asian woman riding the BART was robbed and beaten on May 18th in the latest physical attack against an Asian victim. BART police is not calling the crime an anti-Asian hate crime. The woman, identified as 34-year-old Mantakarn Seenin by ABC 7 News, said she tried to be careful about appearing in public after months of seeing attacks against Asians on the news, and that she ""never thought it was going to happen"" to her.",California,San Francisco,2021,Physical Assault,https://abc7news.com/exclusive-thai-woman-brutally-attacked-on-bart-shares-story/10664325/
"A 43-year-old homeless woman was accused of multiple assaults against five people – all victims were Asian. Emmi Lopez pled not guilty to throwing rock at two Asian women, as well as assault against three other victims, one of whom pepper sprayed her in an attempt to defend himself. Simon Lau, one of the victims, said Lopez told him ""I'll cut you! I'll Kill you!""",California,San Francisco,2021,Physical Assault,https://www.nbcbayarea.com/investigations/defendant-denies-attacking-multiple-asian-victims-on-sf-streets/2501811/
An Asian woman was slapped in an unprovoked attack while walking on a busy street close to Philadelphia's Chinatown by a 30-year-old homeless man.,Pennsylvania,Philadelphia,2021,Physical Assault,https://www.nbcphiladelphia.com/news/local/asian-woman-slapped-on-philly-street-advocates-call-violence-so-chilling/2767774/
"A 19-year-old man shot and killed eight people at an Indianapolis FedEx facility on April 15, while wounding at least five others during his rampage. Four of the eight were members of the Sikh community; the Indianapolis Metropolitan police chief, Randal Taylor, said a ""significant"" number of employees at the facility were Sikh. The teenaged gunman, who died by suicide during the attack, had a history of browsing white supremacist websites.",Indiana,Indianapolis,2021,Physical Assault,https://www.nbcchicago.com/news/national-international/multiple-victims-in-reported-shooting-at-indianapolis-fedex-facility/2487921/
"A 55-year-old woman in New York's Chinatown was sucker punched and knocked out by 48-year-old Alexander Wright. The brutal and unprovoked attack on Bayard Street was captured on surveillance camera and tweeted out by Assemblymember Yuh-Line Niou. Wright, who has had 40 prior arrests on his record, was arrested and charged with assault.",New York,New York,2021,Physical Assault,https://www.nbcnewyork.com/news/local/suspect-randomly-knocks-out-woman-in-chinatown-in-broad-daylight/3083194/
"Two Asian women, ages 66 and 67, were repeatedly hit in the head with a cinder block at a liquor store by a 50-year-old man. Both women were employees of the store. Another man at the scene were recorded on surveillance video watching the attack before stepping aside and leaving the store.",Maryland,Baltimore,2021,Physical Assault,https://www.nbcnews.com/news/us-news/two-asian-women-repeatedly-attacked-cinder-block-they-closed-baltimore-n1266378
"Jenna Dupuy, 18, was sexually harassed and then shoved to the ground and beaten by a man in a skate park in the Tustin area of Los Angeles. Dupuy said the 42-year-old man had approached her and told her he found Asian women ""beautiful"" and calling her sexy and attractive. ""He slammed me to the ground, just started hitting me,"" Dupuy said. ""My shirt was ripped off."" The attacker fractured the teenager's left shoulder, her right ankle, and left multiple bruises on her face and body. The attacker, identified as Jauhar Tajuddin Shuaib, of Irvine, was charged with a hate crime.",California,Tustin,2021,Physical Assault,https://www.nbclosangeles.com/on-air/my-shirt-was-ripped-off-man-faces-hate-crime-charges-for-attack-in-park/2572682/
"A 70-year-old man was violently attacked in a park in Cerritos, California, on June 10. Cesar Echano, who is Filipino American, was on a walk with his wife when he was approached by a young Caucasian man with wavy hair who screamed at them and told them ""You don't belong here, go back to your country."" The man then punched Echano as he tried to leave with his wife in their car, leaving him bleeding from a severely injuried eye and a bloodied face.",California,Cerritos,2021,Physical Assault,https://www.nbclosangeles.com/news/local/70-year-old-man-pleads-community-to-stop-asian-hate-after-being-violently-attacked-in-cerritos/2614989/
"A Sikh man was struck in the head with a hammer while working in a Brooklyn hotel. Sumit Ahluwalia, 32, said the assaliant also spat at him three times.",New York,Brooklyn,2021,Physical Assault,https://www.nbcnewyork.com/news/local/crime-and-courts/sikh-community-calls-for-hate-crime-investigation-into-hotel-attack/3031756/
"Two elderly Asian women, 65 and 84, were stabbed in San Francisco as they waited for a bus. The suspect, a 54-year-old man, was arrested and charged with attempted murder and elder abuse. Police have yet to determine if the attack was racially motivated.",California,San Francisco,2021,Physical Assault,https://www.nbcbayarea.com/news/local/man-arrested-after-stabbing-2-women-in-san-francisco-police/2536228/
"Youya Hua, a 48-year-old man, was attacked in Hell's Kitchen in an unprovoked attack on May 18th that authorities are calling a possible hate crime. Hua was beaten by a suspect in his 40s and had two of his fingers bitten on the left hand during the attack. The suspect allegedly yelled ""Go back to your country!"" during the attack.",New York,New York,2021,Physical Assault,https://www.nbcnewyork.com/news/victim-who-was-beaten-bitten-in-hells-kitchen-anti-asian-attack-speaks-out/3067220/
"Anh Taylor, 94, was stabbed multiple times in the back in an ""unprovoked"" attack by a 35-year-old man, according to police. The stabbing happened early morning on June 16 in front of Taylor's apartment. Daniel Cauich was arrested two hours after the stabbing and charged with attempted homicide and elder abuse, among others. Taylor, who is Asian, is expected to survive.",California,San Francisco,2021,Physical Assault,https://www.nbcbayarea.com/news/local/95-year-old-woman-stabbed-in-san-francisco-police/2571812/
"A female police officer in San Francisco was attacked and dragged by 33-year-old Gerardo Contreras after confronting him for screaming racial slurs about Asian people in the area. Surveillance video showed Contreras tackling and dragging the officer to the floor before he was stopped by several bystanders. Witnesses at the scene said he was throwing things around the area and screaming ""Chinese people don't belong here,"" before the officer attempted to arrest him. The officer, who was working alone, was taken to the hospital.",California,San Francisco,2021,Physical Assault,https://www.nbcbayarea.com/news/local/san-francisco-police-officer-attacked-by-man-allegedly-shouting-racist-comments/2558683/
"A 59-year-old Asian man passed by a group of teens when one teen kicked him in the back, causing him to fall. The suspect allegedly said Chinese people have COVID-19. The same boy attacked the same man again on March 10 in a similar incident. The same teen attacked the victim against on March 7, spitting in his face and saying Chinese people have the virus.",New York,New York,2020,Physical Assault,https://www.nbcnewyork.com/news/local/teen-arrested-for-anti-asian-attack-man-sought-for-harassment-nypd/2326725/
"An Asian couple were victims to the same suspect who had terrorized several other Asian park guests at Seattle's Golden Gardens Park. This time, the man had spat on the male victim's face as the couple was walking to their car and told them ""It's all your fault.""",Washington,Seattle,2020,Physical Assault,https://www.kiro7.com/news/local/police-can-you-id-this-man-who-attacked-an-asian-couple-said-its-all-your-fault/F2UPMNQ2JBG3PJBILCDWPI4U7M/
"A 71-year-old woman blacked out and suffered facial injuried after she was attacked by 34-year-old Michael Turner in San Francisco's Tenderloin district. It was the second assault against an older Asian woman ascribed to Turner, who was charged with elder abuse, assault and battery for both attacks.",California,San Francisco,2020,Physical Assault,https://www.sanfranciscopolice.org/news/san-francisco-police-arrest-suspect-aggravated-assaults
"An international student from Korea was assaulted while entering a building on West 34th Street. The suspect asked her, ""Where's your (expletive) mask?"" She then proceeded to grab the victim by the hair and punch her in the face. The woman allegedly also told the victim, ""You've got coronavirus, you Asian (expletive).",New York,New York,2020,Physical Assault,https://www.nbcnews.com/news/us-news/asian-woman-attacked-new-york-city-possible-coronavirus-bias-crime-n1155716
"An elderly Asian man was physically assaulted while collecting recyclables near a housing project. The incident was filmed and shared widely on social media. In the video, one person can be heard saying, ""I hate Asians."" Dwayne Grayson was arrested on suspicion of robbery, elder abuse and committing a hate crime, as well as a probation violation for an earlier robbery.",California,San Francisco,2020,Physical Assault,https://www.nbcbayarea.com/news/local/san-francisco/victim-identified-in-viral-video-filmed-in-san-franciscos-bayview/2242887/
"A man on the subway argued with an Asian passenger and then sprayed Febreze air freshner at the passenger. The MTA tweeted out video of the incident, calling the incident ""racism"" and asking people to stay home to stop the spread of the novel coronavirus.",New York,New York,2020,Physical Assault,https://www.nbcnewyork.com/news/video-shows-man-spray-asian-subway-passenger-with-air-freshener/2316162/
"A pregnant mom walking with her 12-year-old daughter in Philadelphia's Chinatown was sprayed with water, swore at and attacked by a panhandler. ""I asked her, 'What are you gonna do, I'm pregnant. Are you going to hurt me?"" Jing Chen told 6 ABC Action News. ""She punched me on my face!"" Chen said the woman swore at her during the attack, calling her a ""Chinese (expletive).""",Pennsylvania,Philadelphia,2020,Physical Assault,https://6abc.com/asian-american-pregnant-woman-daughter-attacked-in-philly/6356446/
A 40-year-old Asian man was hit several times in the face and choked while getting out of his car in Manhattan. Cops said the attacker called the victim by anti-Asian slurs during the attack.,New York,New York,2020,Physical Assault,https://nypost.com/2020/10/09/police-hunting-for-suspect-in-anti-asian-attack-in-nyc/
"An Asian woman was attacked in a New York subway station for wearing a mask. The assaliant had called his victim a ""diseased b----,"" hit the woman on the head, then as he was being chased by his victim, flung an umbrella at her and attacked her in footage caught by a witness",New York,New York,2020,Physical Assault,https://www.nbcnews.com/news/us-news/coronavirus-hate-attack-woman-face-mask-allegedly-assaulted-man-who-n1130671?cid=sm_npd_nn_tw_ma
"An Asian woman in Brooklyn was taking out her trash when a man outside her apartment building doused her with a substance that gave her second-degree chemical burns on her face, hands and upper body.",New York,Brooklyn,2020,Physical Assault,https://www.buzzfeednews.com/article/clarissajanlim/asian-woman-chemical-burns-brooklyn-new-york-attack
"A 30-year-old Asian man was riding the subway in midtown Manhattan, when a stranger blamed him for coronavirus and tried to drag him off the train. The victim was able to record a video of the suspect fiddling with the surgical mask he was wearing",New York,New York,2020,Physical Assault,https://www.nydailynews.com/coronavirus/ny-asian-man-harrased-blamed-coronavirus-subway-20200503-wbmjgm2rh5b25otloc74xfiwou-story.html
"A woman walking in New York's Chelsea neigborhood was punched and told to ""go back to your own country, go back to China,"" according to police. Fred Sousa, 50, was chased down by bystanders and held until police arrived.",New York,New York,2020,Physical Assault,https://pix11.com/news/local-news/manhattan/man-makes-anti-asian-comments-punches-woman-on-manhattan-street-police/
"Nicholas Theodore, 19, yelled at a 26-year-old Asian man ""You f---ing Chinese, spreading the coronavirus. You people got the virus."" He then spit in the victim's face and mimicked having a gun, jamming his hand in his coat pocket and pointing his finger.",New York,New York,2020,Physical Assault,https://www.nydailynews.com/coronavirus/ny-coronavirus-hate-crime-brooklyn-subway-spit-20200325-h4w4nzb74fbadpx6li4f7xdoc4-story.html
"Bawi Cung and his two young sons, 3 and 6, were on a family shopping trip when they were stabbed at a Sam's Club in Midland, Texas, by a 19-year-old attacker who said he did it because they were ""Chinese and infecting people with the coronavirus."" Cung's 3-year-old son was stabbed in the back, while his 6-year-old brother was slashed from his right eye to a few inches past his right ear. The Cungs were from Myanmar. The suspect, Jose Gomez, was arrested and jailed on three counts of attempted murder.",Texas,Midland,2020,Physical Assault,https://www.nbcwashington.com/news/national-international/victims-of-anti-asian-attacks-reflect-a-year-into-pandemic/2591757/
"A 32-year-old Asian woman was riding the subway at the West 4th Street station when three men and three women started arguing with her because she didn't have a face covering, according to police. Then they started making comments about her race and punched the victim multiple times in the face, before taking off, police said.",New York,New York,2020,Physical Assault,https://www.nbcnewyork.com/news/local/unmasked-woman-beaten-in-subway-bias-attack-nypd/2798851/
"An 89-year-old woman was slapped in the face by two men after she left her home in Brooklyn in an unprovoked attack that took a turn for the worst when they tried to light her on fire. The woman, whom ABC identified as Cantonese, said she did not know the men, and that she did not speak up after the attack because she didn't want her family to worry.",New York,Brooklyn,2020,Physical Assault,https://abc7ny.com/woman-set-on-fire-elderly-attack-89-year-old-attacked-bensonhurst-crime/6333749/
"A 78-year-old woman was attacked in San Francisco's Tenderloin district, after she was attacked by 34-year-old Michael Turner. Turner broke the woman's hip during the assault.",California,San Francisco,2020,Physical Assault,https://www.sanfranciscopolice.org/news/san-francisco-police-arrest-suspect-aggravated-assaultss
"A 23-year-old student from a midtown language school was punched by another woman from a nearby beauty school. The assailant allegedly said ""Where's your corona mask, you Asian -----,"" during the attack.",New York,New York,2020,Physical Assault,https://www.nbcnewyork.com/news/local/hate-crime-task-force-investigates-two-possible-coronavirus-related-attacks-in-nyc/2323142/
"A juvenile girl from Edison, New Jersey, was charged with bias intimidation among other charges after she yelled racial slurs at a 55-year-old woman and then punching her, according to police. The girl had punched the woman in the back of the head during the assault.",New Jersey,Edison,2020,Physical Assault,https://www.nj.com/coronavirus/2020/04/girl-charged-with-racially-assaulting-asian-woman-over-coronavirus.html?utm_content=nj_twitter_njdotcom&utm_source=twitter&utm_campaign=njdotcom_sf&utm_medium=social
"Raoul Ramos, 44, harassed and pushed a 47-year-old Asian man who was walking with his 10-year-old son in the Forest Hills neighborhood. Ramos approached the pair and started screaming, ""Where the [expletive] is your mask?"" He also referred to them as ""You f-----g Chinese.”",New York,Queens,2020,Physical Assault,https://nypost.com/2020/03/14/asian-man-son-harassed-in-potential-queens-hate-crime/
"Maurice Cornelius Spears, a 36-year-old man, threw a Monster Enerty drink at several Asian American victims as they walked on the street and yelled racial slurrs at the victims",California,Pasadena,2020,Physical Assault,https://www.pasadenanow.com/main/local-man-arrested-for-hate-crime-against-asian-americans/
"A woman walking in Oakland's Jack London Square was assaulted in broad daylight by two tweens, ages 12 and 14, when she was punched and robbed of her wallet and phone. The young attackers were later arrested with a third accomplice for a second mugging, and charged with robbery and battery among other crimes.",California,Oakland,2020,Physical Assault,https://www.nbcbayarea.com/news/local/they-punched-me-oakland-woman-says-she-was-mugged-by-2-youths/2430699/
An Asian man was standing on the street smoking a cigarette when someone threw a bucket of water on him. The Asian man chased the other person down the street and the two ended up in a fight.,New York,New York,2020,Physical Assault,https://nextshark.com/man-fights-back-after-getting-water-thrown-at-him-because-he-has-coronavirus-in-nyc/
"An Asian driver who clipped a bicyclist was met with an angry, racist tirade that was caught on camera. Xian Tang, the driver, said he and other passerbys was the victims of a slew of racist slurs, in which the man called them ""f-----g inbreds,"" told Tang to ""get out of [his] country, this is [his] streets, this is [his] country,"" then pulled up his eyes and said ""you all look like this."" The man also swiped at Tang during the fight.",New York,Brooklyn,2020,Physical Assault,https://www.nbcnewyork.com/news/local/brooklyn-driver-becomes-victim-of-anti-asian-rant-after-minor-traffic-accident/2545775/
Three teenage girls and another woman attacked a 51-year-old woman on a bus in the Bronx borough of New York. Police said the four perpetrators made anti-Asian statements before attacking the woman in the head with an umbrella.,New York,Bronx,2020,Physical Assault,https://www.nbcnewyork.com/news/local/woman-gets-stitches-after-anti-asian-attack-on-mta-bus-nypd/2360513/
"Oswald Jones, 60, targeted a 26-year-old Asian woman, allegedly yelling ""Go back to China"" and ""You are dirty, get your temperature checked,"" before attempting to punch her and steal her cellphone.",New York,Brooklyn,2020,Physical Assault,https://www.nydailynews.com/coronavirus/ny-coronavirus-cellphone-robbery-hate-crime-brooklyn-subway-20200322-ufznc24nybcencdtja2ycbsx2i-story.html
"A 34-year-old Asian woman was walking on the street, when Lynn Ferguson walked up to her and spat on her face after blaming her for the spread of the coronavirus.",New York,New York,2020,Physical Assault,https://nypost.com/2020/03/17/asian-woman-assaulted-in-manhattan-blamed-for-coronavirus-cops/
"A 23-year-old Bayside man was the victim of a racist rant at a 7-Eleven, and shoved twice once his attacker realized he was being recorded. Sunmin Kwon, of Bayside, New York, recorded cellphone footage of the man pushing Kwon to the ground and calling him a ""g---.""",New York,Queens,2020,Physical Assault,https://www.nbcnewyork.com/news/local/nyc-man-called-racial-slur-told-asians-dont-belong-in-racist-attack-caught-on-video/2472697/
A 29-year-old man was charged with bias intimidation for being motivated by anti-Asian bias after he was accused of chasing an Asian woman and two small children with a fake rifle and trying to steal her cellphone.,New Jersey,Montgomery,2020,Physical Assault,https://www.nj.com/somerset/2020/12/man-sentenced-in-anti-asian-attack-of-woman-2-small-children-state-says.html
"An Asian couple on Broadway in New York City's Flatiron District was the victims of a physical bias attack, according to police. A man was seen in video hitting the 29-year-old man with his bicycle and attempting to hit him with a backpack before leaving. Police said he told the couple ""You are Chinese! God hates China. You die first.""",New York,New York,2020,Physical Assault,https://www.nydailynews.com/new-york/nyc-crime/ny-asian-couple-coronavirus-slurs-manhattan-attack-20200903-oesihlyznbhpdgexmaec25zbvi-story.html
"A young 16-year-old boy was assaulted in a case of anti-Asian discrimination, according to AAPI community leaders and Los Angeles County public officials in a press conference. The teenager was allegedly attacked and sent to the hospital from school over accusations of having the coronavirus because of his Asian heritage. At the time there were eight cases of coronavirus in California.",California,Los Angeles,2020,Physical Assault,https://www.wrcbtv.com/story/41732570/asian-american-teen-in-los-angeles-allegedly-assaulted-over-coronavirus-fears
"Ten men were shot, four fatally, during a backyard gathering in Fresno, California. All of the victims belonged to the Hmong community, and the attack happened ahead of Hmong New Year. At least two suspects, who reportedly had semi-automatic handguns, of the shooting remain at large.",California,Fresno,2019,Physical Assault,https://www.nbcbayarea.com/news/local/fresno-california-backyard-shooting-targeted-police/2151574/
"The owner, chef and employee of a Brooklyn buffet restaurant died after a 34-year-old man went on a rampage with a hammer in a deadly attack against all three. The attacker was allegedly inspired to forgo Latino workers in the restaurant and attack only Asian men after watching Chinese movies where women were allegedly mistreated.",New York,Brooklyn,2019,Physical Assault,https://www.nbcnewyork.com/news/local/third-victim-in-nyc-restaurant-hammer-rampage-dies/30282/
"A 32-year-old aviation systems engineer was shot and killed, with his friend and a bystander wounded, after a Kansas man mistook the engineer and his friend for Iranians, confronted them, then shot at them. Adam Purinton had confronted Srinivas Kuchibhotla, 32, and his friend Alok Madasani at a bar, calling both ""Iranians"" and a slur against people of Middle Eastern descent, then driving home, getting a gun, and returning to the bar to shoot at the two men. Kuchibhotla was killed. Madasani and Ian Gillot, who had chased after Purinton, was shot and wounded. Both Kuchibhotla and Madasani were from India.",Kansas,Olathe,2018,Physical Assault,https://www.nbcnews.com/news/asian-america/kansas-man-sentenced-life-prison-hate-crime-shooting-n898361
"The FBI has reopened an investigation into the 2017 death of a young Asian American teenager in Denver on May 2021 as a hate crime. Maggie Long, 17, was found dead inside her family's home on December 2017. Park County Sheriff Tom McGraw said, at the time, that she was ""purposely set on fire and burned alive"" during a possible altercation between the teenager and three attackers.",Colorado,Bailey,2017,Physical Assault,https://www.nbcnews.com/news/us-news/asian-american-teen-s-2017-death-being-investigated-fbi-hate-n1267994
"A woman known as the ""neighborhood grandmother"" in Los Angeles' Koreatown was pushed to the ground in an unprovoked attack that left her sprawled on the pavement with a bloodied face and scrapes across her shoulders and arms. Surveillance video shows the grandmother shoved headfirst into the pavement by a woman from behind. Local business owners said she was well known in the neighborhood for greeting neighbors and workers during her walks.",California,Los Angeles,2017,Physical Assault,https://www.nbclosangeles.com/news/grandmother-attacked-in-koreatown/26340/
"A 43-year-old man walking his niece to school was ambushed, punched in the head and kicked by two men while wearing a shalwar kameez in the Bronx. Police said the men had shouted ""ISIS! ISIS!"" referencing the Islamic State terrorist group during the beating.",New York,Bronx,2016,Physical Assault,https://www.nbcnewyork.com/news/local/isis-shouting-suspects-sought-in-bronx-beating/707787/
"A 29-year-old woman on the subway with her parents was beaten in what police called a ""possible"" bias attack. Police say the women made anti-Asian comments before fleeing the train after the beating.",New York,New York,2016,Physical Assault,https://abc7ny.com/news/asian-woman-on-subway-with-parents-attacked-in-possible-bias-crime/1448388/
"At least four women of Asian descent were injured in a string of attacks in New York City in a span of a week in 2015. In almost all cases, the women were hit in the face by a bag containing a hard object by the man, who had later died by suicide. The man, 25, had written about the attacks in an online screed against Asian women and had previously been arrested 10 times for a list of crimes before his death.",New York,New York,2015,Physical Assault,https://www.nbcnewyork.com/news/local/asian-women-attack-suspect-police-source-identify-manhattan-tyrell-shaw/2005754/
"Four Chinese New Yorkers were victims of a brutal beating by two white men over racial tensions stoked by new, incoming Asian residents in formerly white neighborhoods in Queens, New York. Two of the victims, Reynold Liang and John C. Lu, were beaten with a steering wheel lock by two young men of the same ages. Kevin Brown, 19, and Paul Heavey, 20, were arrested and charged with assault and hate crimes.",New York,Queens,2006,Physical Assault,https://www.nytimes.com/2006/08/15/nyregion/15hate.html
